time,node,rolling_mean,rolling_min,rolling_std,elevation,degree,pipe_length_avg,pipe_length_max,pipe_diameter_avg,pipe_diameter_max,pipe_age_avg,leak
167400,15,37.750199720085504,34.801643877754174,1.3951119698766141,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
169200,15,37.39373927840857,34.44195625936115,1.6484127474880954,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
171000,15,37.0460447115227,34.44195625936115,1.7968638382137585,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
172800,15,36.260302352500304,29.185387703283133,2.8193767845826687,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
1800,35,40.64858505963754,40.61246855472151,0.05107645107775747,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
3600,35,40.93730515063476,40.61246855472151,0.5013803693441511,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
5400,35,41.11632974275854,40.61246855472151,0.5438634033616565,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
7200,35,41.37890620649701,40.61246855472151,0.7527101352340816,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
9000,35,41.58805483447917,40.61246855472151,0.8460005494491245,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
10800,35,41.76328917201376,40.61246855472151,0.9007664992004316,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
12600,35,41.91988533874129,40.61246855472151,0.944270984469811,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
14400,35,42.183615878968816,40.61246855472151,1.1858228835858924,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
16200,35,42.24367894630366,40.61246855472151,1.1340237492652234,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
18000,35,42.28416874609796,40.61246855472151,1.0841782788218042,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
19800,35,42.321887870493434,40.61246855472151,1.0419486146923045,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
21600,35,42.50168602301826,40.68470156455356,0.8961041549367124,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
23400,35,42.68031483824683,41.5147453326292,0.6912005335972093,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
25200,35,42.78649029210968,41.65340351912987,0.5856844487098204,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
27000,35,42.88263883770917,42.42921206145092,0.46504126641754023,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
28800,35,42.91895671119991,42.633797974390006,0.442901966420423,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
30600,35,42.94162126405786,42.689066744041,0.4338493456944929,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
32400,35,42.945587051754984,42.689066744041,0.43279988496084765,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
34200,35,42.92950831180789,42.689066744041,0.43352721925295634,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
36000,35,42.804620125747356,42.689066744041,0.058791375020957395,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
37800,35,42.802529912486364,42.689066744041,0.06001472027069493,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
39600,35,42.79967417418239,42.654797884393325,0.06638211134756036,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
41400,35,42.78743702703813,42.58995247311244,0.08878230126077089,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
43200,35,42.77603447528702,42.58995247311244,0.09937386362660551,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
45000,35,42.75977440841772,42.58995247311244,0.10580884469467843,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
46800,35,42.74778191851249,42.58995247311244,0.11027490001431403,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
48600,35,42.735203629425975,42.58995247311244,0.11148476915282311,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
50400,35,42.72311431681705,42.58995247311244,0.1037225808658221,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
52200,35,42.70977171084029,42.58995247311244,0.08704759748885499,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
54000,35,42.64941164763685,42.137963891145496,0.17666971390765362,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
55800,35,42.58288258258533,42.02476484585065,0.24312957964956414,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
57600,35,42.51817498376365,42.01831078220239,0.281847561830808,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
59400,35,42.44848176743839,41.922845397282174,0.31793001091816636,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
61200,35,42.38262130115373,41.86447228897756,0.3514028934599933,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
63000,35,42.314907602147294,41.77738808503507,0.3845449754382134,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
64800,35,42.24319975470117,41.77272159465276,0.3997231559780056,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
66600,35,42.16584940912218,41.70492239791681,0.407148321787749,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
68400,35,42.08150814039583,41.63284567540448,0.4036954571507539,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
70200,35,41.99061683174306,41.565550893452375,0.38487578519778765,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
72000,35,41.87729105919398,41.360045521443624,0.3491543835032675,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
73800,35,41.79759724703131,41.360045521443624,0.21709918123435235,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
75600,35,41.76817070729816,41.360045521443624,0.18886616265159506,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
77400,35,41.752687822880425,41.360045521443624,0.17285571642283232,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
79200,35,41.725923274692526,41.360045521443624,0.15153889961783418,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
81000,35,41.70442122613886,41.360045521443624,0.13883003022881124,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
82800,35,41.6517331827992,41.232215768901625,0.1848982133804115,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
84600,35,41.60020220111006,41.15901630476545,0.2278708376134529,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
86400,35,41.57704617142848,41.15901630476545,0.22280815025931816,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
88200,35,41.564606312534096,41.15901630476545,0.21915683647435388,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
90000,35,41.62165474269033,41.15901630476545,0.3091564417074212,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
91800,35,41.69573795582112,41.15901630476545,0.390344934128207,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
93600,35,41.85051732925857,41.15901630476545,0.5713891269244644,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
95400,35,41.98639776702844,41.15901630476545,0.727948572712415,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
97200,35,42.0393550690345,41.15901630476545,0.7350338970855287,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
99000,35,42.090400561509874,41.15901630476545,0.7410973490724884,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
100800,35,42.187764130242236,41.15901630476545,0.7612097365734658,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
102600,35,42.29577313890421,41.15901630476545,0.7721378598507731,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
104400,35,42.4322651458779,41.15901630476545,0.7092457372180481,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
106200,35,42.57843925002897,41.49484923847373,0.5944414594569323,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
108000,35,42.710965136509344,41.555644091184185,0.5008001133430725,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
109800,35,42.845243281786445,42.317426837279335,0.35873836455803665,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
111600,35,42.911842923974426,42.420333038420395,0.3243813290226867,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
113400,35,42.97112542721962,42.420333038420395,0.29706602800698656,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
115200,35,42.97585240654141,42.420333038420395,0.301755309646788,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
117000,35,42.96921225218433,42.420333038420395,0.29180844115827453,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
118800,35,43.044172991715726,42.45151614254229,0.2506230913644919,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
120600,35,43.115268062166905,42.865499028735975,0.17758146302005948,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
122400,35,43.15092442802577,42.8701198525858,0.16541080526669932,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
124200,35,43.17759443759439,42.8701198525858,0.1576088115740245,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
126000,35,43.206897689458096,42.91310555457835,0.1244448116478759,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
127800,35,43.2289713856691,43.08515987623828,0.08475981417096393,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
129600,35,43.23509550676014,43.11662254353511,0.07558250767717946,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
131400,35,43.23162441525603,43.11662254353511,0.07983195984199226,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
133200,35,43.23237769991388,43.125328736460034,0.07868253948999954,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
135000,35,43.2288582989925,43.12370667890767,0.08276312480239403,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
136800,35,43.21918854374929,43.12370667890767,0.083766534969588,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
138600,35,43.205747476120386,43.12370667890767,0.0750696023133461,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
140400,35,43.14104942708283,42.54348532434644,0.19939200757424633,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
142200,35,43.067903393058124,42.4269045796601,0.279017793686804,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
144000,35,42.995061089993584,42.41926778226777,0.32509840871334367,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
145800,35,42.91500184930487,42.320258145140805,0.36422777674363854,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
147600,35,42.83478586619197,42.25916707759555,0.3952081999640048,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
149400,35,42.75066502353903,42.16853979727495,0.42203659360458357,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
151200,35,42.66764722237226,42.16243571532957,0.4323427524222427,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
153000,35,42.581456733362195,42.091042868339315,0.4358875396345292,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
154800,35,42.48891961953533,42.01521659350693,0.4276456241046943,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
156600,35,42.3906362281947,41.94430598282009,0.4033296058339152,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
158400,35,42.27170727502686,41.73093725362194,0.36505527882258054,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
160200,35,42.14245813100828,41.627936452195925,0.27909749971714,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
162000,35,42.048157157934845,41.411873647465214,0.31952640428070356,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
163800,35,41.95360271228684,41.29225123188398,0.3622814067735294,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
165600,35,41.87438085364706,41.29225123188398,0.35506607826619907,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
167400,35,41.80033555707105,41.29225123188398,0.3461667377000358,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
169200,35,41.69301227969401,40.97128774907107,0.38808621189677245,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
171000,35,41.58692840828373,40.8955333403516,0.4190379427326462,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
172800,35,41.51093542854261,40.8955333403516,0.3866150964663249,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
1800,101,31.592042486240477,31.553926691299402,0.053903874146298936,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
3600,101,34.35065913947727,31.553926691299402,4.778216229135109,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
5400,101,35.75881471854535,31.553926691299402,4.811705390090122,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
7200,101,36.91034693025497,31.553926691299402,4.8984195148834395,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
9000,101,37.70399720694737,31.553926691299402,4.793213490467152,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
10800,101,38.297790139534904,31.553926691299402,4.649072663646653,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
12600,101,38.762348269785335,31.553926691299402,4.500299325736627,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
14400,101,39.38847909400123,31.553926691299402,4.609714259026457,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
16200,101,39.7251308219182,31.553926691299402,4.4745678764773595,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
18000,101,39.95898628470898,31.553926691299402,4.315223524376322,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
19800,101,40.15420537531318,31.553926691299402,4.169610029440338,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
21600,101,41.02484684581068,31.63015828118155,3.185108679610003,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
23400,101,41.89164381984553,39.867892445950865,1.1805880918337814,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
25200,101,42.03244091424133,39.98328145574959,1.0049828414330597,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
27000,101,42.16492455229513,41.51647577709342,0.7926495225429583,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
28800,101,42.192449134455465,41.55745757870049,0.773590842615098,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
30600,101,42.20922258682673,41.55745757870049,0.7634012004520127,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
32400,101,42.17546449537755,41.45545063766979,0.7887572512612478,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
34200,101,42.12558397030676,41.41568888068892,0.8182537812606083,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
36000,101,41.87821343430611,41.41568888068892,0.42147201148583413,12.8016,3,1837.9439999999997,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
