time,node,rolling_mean,rolling_min,rolling_std,elevation,degree,pipe_length_avg,pipe_length_max,pipe_diameter_avg,pipe_diameter_max,pipe_age_avg,leak
73800,15,37.836074966562734,35.243127388041245,1.206675367978002,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
75600,15,38.03485300452173,35.243127388041245,0.9237959609946276,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
77400,15,38.32744818797256,37.73853136428899,0.313901223818839,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
79200,15,38.015032944961824,34.93125968538829,1.0145427451694906,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
81000,15,37.71464065858411,34.93125968538829,1.317773377323839,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
82800,15,37.384978289152606,34.57618815726593,1.5660967862930322,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
84600,15,37.06385609749905,34.57618815726593,1.7165917853062578,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
86400,15,36.30378496880884,29.30846071568802,2.759491801334002,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
88200,15,35.55827200754651,29.30846071568802,3.308749144163653,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
90000,15,34.831312982807724,29.30846071568802,3.601129203351464,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
91800,15,34.122979950025545,29.30846071568802,3.710367593214508,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
93600,15,33.51117288536063,29.30846071568802,3.616711820859554,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
95400,15,32.923223887092895,29.30846071568802,3.403705341395065,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
97200,15,32.25824095035088,29.30846071568802,3.1472596968600497,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
99000,15,31.506497891041796,29.30846071568802,2.4560304219101985,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
100800,15,31.126777198529396,29.30846071568802,2.2192312315838087,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
102600,15,30.746676279307334,29.30846071568802,1.8602053952669797,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
104400,15,30.87743718102616,29.30846071568802,2.181304989740142,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
106200,15,31.00561052067629,29.30846071568802,2.4482996232674314,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
108000,15,31.58704915714777,29.40884232275216,2.810343160343748,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
109800,15,32.164850636913364,29.559272317858785,3.02626996480614,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
111600,15,33.02229620291084,29.710344667322172,3.620272637694284,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
113400,15,33.87110732057364,29.733352877742213,3.952032897265508,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
115200,15,34.64995862041865,29.733352877742213,4.17633095740662,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
117000,15,35.41734173583843,29.733352877742213,4.260843804200857,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
118800,15,36.260909873157125,29.733352877742213,4.034766799092274,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
120600,15,37.10384441657403,30.374611375239414,3.57781798424583,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
122400,15,37.89160236824465,30.42219327165733,2.946472384839762,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
124200,15,38.673015530170176,36.13064437454906,1.809522454706704,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
126000,15,38.66605488805414,36.0617912724994,1.8202584110242503,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
127800,15,38.65608035467125,36.010949973954446,1.835677463475731,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
129600,15,38.63135921150779,35.989070635384195,1.8721365747518552,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
131400,15,38.59820326716494,35.94458874782505,1.9192880637939091,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
133200,15,38.27447925733393,35.94458874782505,2.014461742149462,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
135000,15,37.94416606997157,35.9323198309275,2.0490677178316488,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
136800,15,37.60928427280725,35.9323198309275,2.0093676783047445,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
138600,15,37.26816729627503,35.9323198309275,1.899231177951274,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
140400,15,36.904366176786645,35.51594033734866,1.766613739076991,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
142200,15,36.53403752162226,35.40462353677229,1.545237626060305,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
144000,15,36.451813727975455,35.40462353677229,1.3704060527002189,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
145800,15,36.36418310156649,35.40462353677229,1.153330443304467,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
147600,15,36.58324852192676,35.40462353677229,1.3272209824534906,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
149400,15,36.79926712009744,35.40462353677229,1.432393812184272,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
151200,15,37.0156573399544,35.40462353677229,1.493698584389573,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
153000,15,37.22945508558077,35.40462353677229,1.5099768721253335,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
154800,15,37.43551553155047,35.40462353677229,1.4901673016042718,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
156600,15,37.63806595351923,35.40462353677229,1.4312980499409405,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
158400,15,37.81840502193174,35.40462353677229,1.3377645607820057,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
160200,15,37.99247991165873,35.40462353677229,1.2047311580080424,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
162000,15,38.18991944685704,35.40462353677229,0.9232166052750896,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
163800,15,38.38799994750112,37.78158954450138,0.3455755789470253,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
165600,15,38.05314538380701,34.82276650719597,1.06488486387191,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
167400,15,37.7304978715901,34.82276650719597,1.3763506920576103,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
169200,15,37.37827347533371,34.46388356174576,1.6264302133329218,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
171000,15,37.0347797935295,34.46388356174576,1.7728904103584455,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
172800,15,36.2530840901804,29.205404833478426,2.7983040307872087,9.7536,1,502.92,502.92,0.2032,0.2032,25.0,0
1800,35,40.64858505963754,40.61246855472151,0.0510764510777574,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
3600,35,40.93730515063476,40.61246855472151,0.5013803693441511,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
5400,35,41.11632974275854,40.61246855472151,0.5438634033616565,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
7200,35,41.37890620649701,40.61246855472151,0.7527101352340788,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
9000,35,41.58805483447917,40.61246855472151,0.8460005494491226,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
10800,35,41.76328917201376,40.61246855472151,0.90076649920043,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
12600,35,41.91988533874128,40.61246855472151,0.9442709844698098,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
14400,35,42.183615878968816,40.61246855472151,1.1858228835858915,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
16200,35,42.24367894630366,40.61246855472151,1.1340237492652223,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
18000,35,42.28416874609796,40.61246855472151,1.0841782788218035,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
19800,35,42.32188787049344,40.61246855472151,1.0419486146923038,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
21600,35,42.509156318416174,40.68470156455356,0.8989139442610659,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
23400,35,42.69683546892972,41.5147453326292,0.6954472346154458,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
25200,35,42.81111878938474,41.65340351912987,0.587899834163907,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
27000,35,42.917583867269634,42.42921206145091,0.4612171389539035,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
28800,35,42.96769111920105,42.633797974390006,0.4352687494945531,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
30600,35,43.00580526830449,42.689066744041,0.4232318638521527,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
32400,35,43.025303676306464,42.689066744041,0.418995542367668,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
34200,35,43.02700805791097,42.689066744041,0.4189961144968928,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
36000,35,42.921344634779,42.689066744041,0.1325482150445165,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
37800,35,42.94032295993268,42.689066744041,0.1273353681229123,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
39600,35,42.961634416904,42.7367982388436,0.0999079180967345,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
41400,35,42.97492535462222,42.85968992979444,0.0747093623764702,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
43200,35,42.978453262353526,42.88614517808951,0.069597745480988,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
45000,35,42.97380472333785,42.881068902528,0.0743309534859602,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
46800,35,42.97343500630287,42.881068902528,0.0748160542626552,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
48600,35,42.96990262244242,42.881068902528,0.0779380653690451,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
50400,35,42.96227675930631,42.881068902528,0.075920804794847,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
52200,35,42.951546580407616,42.881068902528,0.0642503196636462,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
54000,35,42.89250302668911,42.34015344862284,0.1828916380231568,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
55800,35,42.82491164492122,42.22541450387344,0.2589117964171975,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
57600,35,42.75767590137414,42.21867020064038,0.30308026410045,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
59400,35,42.68347520877819,42.12157814301008,0.3416951989599871,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
61200,35,42.60990713371622,42.0619873269531,0.3738398891628193,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
63000,35,42.53298585493785,41.97323414612176,0.4033556890500496,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
64800,35,42.4551474119543,41.96796350676759,0.4156056420352605,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
66600,35,42.3732617348638,41.89844077744202,0.4208280298772008,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
68400,35,42.28516620277306,41.824562188580906,0.4153291869590426,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
70200,35,42.19074387538922,41.75552791881712,0.393917865669181,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
72000,35,42.074678719857225,41.54620686061061,0.356853457999562,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
73800,35,41.948226507741616,41.44497907145956,0.2725917619502964,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
75600,35,41.85586657850866,41.23183429782738,0.3125577399191641,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
77400,35,41.81204059419857,41.23183429782738,0.2922407384990545,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
79200,35,41.756245917248826,41.23183429782738,0.270666985885972,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
81000,35,41.70568020447087,41.23183429782738,0.2522656638934403,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
82800,35,41.622948747483214,41.0692098431012,0.2854061610857067,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
84600,35,41.54142094334508,40.99490049646419,0.3144991394091698,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
86400,35,41.489068786443205,40.99490049646419,0.2882321379005682,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
88200,35,41.44742034176102,40.99490049646419,0.2582508867987266,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
90000,35,41.475386180922506,40.99490049646419,0.3147862883230153,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
91800,35,41.52052141254833,40.99490049646419,0.3887469075732419,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
93600,35,41.646688118178965,40.99490049646419,0.5909408726657254,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
95400,35,41.79818688282148,40.99490049646419,0.7469673074393288,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
97200,35,41.89291177486829,40.99490049646419,0.7406647828263722,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
99000,35,41.95131761050055,40.99490049646419,0.7515802844294311,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
100800,35,42.05709153917274,40.99490049646419,0.7786621249406146,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
102600,35,42.17373111096013,40.99490049646419,0.7947098488369957,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
104400,35,42.31986986404866,40.99490049646419,0.731893134419561,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
106200,35,42.475827135470006,41.33973762394501,0.6137521779024785,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
108000,35,42.6175462607888,41.39865944125575,0.5161574278539127,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
109800,35,42.76122913342061,42.16015225851877,0.3633827087684939,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
111600,35,42.83722161221076,42.297150698326966,0.318881896810819,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
113400,35,42.90598027608946,42.36853300238899,0.2782047166509861,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
115200,35,42.92027631824536,42.36853300238899,0.290965527943832,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
117000,35,42.9232375989275,42.36853300238899,0.2949241718591565,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
118800,35,42.99648916402504,42.40037271973945,0.250431616156186,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
120600,35,43.066784462359415,42.81842122130974,0.1748880584331981,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
122400,35,43.10174876932646,42.82287488016359,0.1622013790337707,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
124200,35,43.12819468121364,42.82287488016359,0.1545819690907425,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
126000,35,43.15788410362416,42.86638775352031,0.1212247911207114,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
127800,35,43.180442680993615,43.04036712777054,0.080343309451915,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
129600,35,43.18695857772311,43.07206200400056,0.0705205354466292,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
131400,35,43.18395214978728,43.07206200400056,0.0741761581541355,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
133200,35,43.18514893049649,43.08642337251106,0.0722988727987128,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
135000,35,43.18218490669293,43.08642337251106,0.0757580821946709,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
136800,35,43.17315274990738,43.08642337251106,0.0757713389192954,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
138600,35,43.160334425369285,43.08642337251106,0.0648644861465302,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
140400,35,43.09892919859028,42.51068906221155,0.1943442178167549,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
142200,35,43.02814523994388,42.39450879599493,0.274777404697677,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
144000,35,42.957246945874026,42.38721337607627,0.3214975806298528,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
145800,35,42.87864614762504,42.28860581478146,0.3611249773144295,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
147600,35,42.79937116021867,42.22784810021347,0.392236735558272,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
149400,35,42.716079497796,42.13759073288179,0.419197834639516,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
151200,35,42.63384054821904,42.13169049360098,0.4297311829421456,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
153000,35,42.548329747643145,42.06064717069679,0.4334860846547702,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
154800,35,42.45655967056171,41.9851824475338,0.4257123665542099,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
156600,35,42.35888724585607,41.91461728276093,0.4017806119529626,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
158400,35,42.24043725955608,41.70197411702268,0.3636224821171534,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
160200,35,42.11165449720279,41.59928657265876,0.2777890272677578,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
162000,35,42.01774133294105,41.38373109107073,0.3181826080095459,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
163800,35,41.92356477513434,41.264390102314366,0.3609073866878109,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
165600,35,41.84806333571702,41.264390102314366,0.3496894684826989,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
167400,35,41.77774314460853,41.264390102314366,0.3376851520436378,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
169200,35,41.67432924450738,40.98688129899969,0.375242788312765,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
171000,35,41.57214563581221,40.911387428539705,0.4035129581447054,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
172800,35,41.499887949391386,40.911387428539705,0.3704899268594342,3.81,1,9.144,9.144,0.6095999999999999,0.6095999999999999,26.0,0
1800,101,31.59204248624048,31.5539266912994,0.0539038741463039,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
3600,101,34.35065913947727,31.5539266912994,4.778216229135108,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
5400,101,35.75881471854535,31.5539266912994,4.811705390090123,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
7200,101,36.91034693025497,31.5539266912994,4.898419514883439,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
9000,101,37.70399720694737,31.5539266912994,4.793213490467152,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
10800,101,38.2977901395349,31.5539266912994,4.649072663646652,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
12600,101,38.762348269785335,31.5539266912994,4.500299325736627,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
14400,101,39.38847909400123,31.5539266912994,4.609714259026457,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
16200,101,39.7251308219182,31.5539266912994,4.474567876477359,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
18000,101,39.95898628470898,31.5539266912994,4.315223524376322,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
19800,101,40.15420537531318,31.5539266912994,4.169610029440337,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
21600,101,41.07100788936858,31.63015828118156,3.2045067566347845,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
23400,101,41.98520080954719,39.86789244595087,1.211240458527145,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
25200,101,42.17047065527721,39.9832814557496,1.0115004766138975,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
27000,101,42.348788480584,41.51647577709341,0.7441496805904826,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
28800,101,42.42589564616688,41.67224859040939,0.6964781295003306,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
30600,101,42.49343549923507,41.86054773506011,0.6548008684848895,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
32400,101,42.50943374575348,42.01425518153833,0.640112793858857,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
34200,101,42.51064615512299,42.02880409397249,0.6391026158859492,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
36000,101,42.31558416614127,42.02880409397249,0.2490093097178519,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
37800,101,42.25558384209495,42.02880409397249,0.2183637784263353,12.8016,3,1837.944,4328.16,0.3894666666666666,0.4572,35.666666666666664,0
